Day Book — Saraswati Automobiles Pvt Ltd · the whole company · 01/04/2026 to 31/03/2027

Date,Voucher,No,Branch,Account,Narration,Party,Debit,Credit,Status
15/10/2026,SALES,120,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,"₹ 1,180.00",,POSTED
15/10/2026,SALES,120,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,"₹ 1,180.00",POSTED
17/10/2026,SALES,98,DEL-SAR-JANAK,1100 Sundry Debtors,Sale SC-2627-00008,Ashok Raina,"₹ 1,23,630.00",,POSTED
17/10/2026,SALES,98,DEL-SAR-JANAK,4100 Vehicle Sales,Xtreme 125R,,,"₹ 92,364.41",POSTED
17/10/2026,SALES,98,DEL-SAR-JANAK,2200 Output CGST,,,,"₹ 8,312.80",POSTED
17/10/2026,SALES,98,DEL-SAR-JANAK,2210 Output SGST,,,,"₹ 8,312.79",POSTED
17/10/2026,SALES,98,DEL-SAR-JANAK,2300 Road Tax Payable,Registration and road tax,Ashok Raina,,"₹ 8,400.00",POSTED
17/10/2026,SALES,98,DEL-SAR-JANAK,2320 Insurance Premium Payable,Insurance (1+5),Ashok Raina,,"₹ 6,240.00",POSTED
17/10/2026,SALES,98,DEL-SAR-JANAK,5100 Cost of Goods Sold — Vehicles,Cost of Xtreme 125R NET-CH-0025,,"₹ 83,100.00",,POSTED
17/10/2026,SALES,98,DEL-SAR-JANAK,1200 Vehicle Stock,NET-CH-0025,,,"₹ 83,100.00",POSTED
17/10/2026,RECEIPT,12,DEL-SAR-JANAK,1400 Cash,CASH from Ashok Raina,,"₹ 5,000.00",,POSTED
17/10/2026,RECEIPT,12,DEL-SAR-JANAK,1100 Sundry Debtors,Against bill(s),Ashok Raina,,"₹ 5,000.00",POSTED
17/10/2026,RECEIPT,13,DEL-SAR-JANAK,1500 Bank Accounts,FINANCIER from Ashok Raina,,"₹ 94,904.00",,POSTED
17/10/2026,RECEIPT,13,DEL-SAR-JANAK,1100 Sundry Debtors,Against bill(s),Ashok Raina,,"₹ 94,904.00",POSTED
17/10/2026,RECEIPT,14,DEL-SAR-JANAK,1400 Cash,CASH from Ashok Raina,,"₹ 23,726.00",,POSTED
17/10/2026,RECEIPT,14,DEL-SAR-JANAK,1100 Sundry Debtors,Against bill(s),Ashok Raina,,"₹ 23,726.00",POSTED
18/10/2026,SALES,108,DEL-SAR-BW,1100 Sundry Debtors,Sale SC-2627-00018,Vikrant Chowdhury,"₹ 2,21,600.00",,POSTED
18/10/2026,SALES,108,DEL-SAR-BW,4100 Vehicle Sales,Mavrick 440,,,"₹ 1,47,828.57",POSTED
18/10/2026,SALES,108,DEL-SAR-BW,2200 Output CGST,,,,"₹ 29,565.72",POSTED
18/10/2026,SALES,108,DEL-SAR-BW,2210 Output SGST,,,,"₹ 29,565.71",POSTED
18/10/2026,SALES,108,DEL-SAR-BW,2300 Road Tax Payable,Registration and road tax,Vikrant Chowdhury,,"₹ 8,400.00",POSTED
18/10/2026,SALES,108,DEL-SAR-BW,2320 Insurance Premium Payable,Insurance (1+5),Vikrant Chowdhury,,"₹ 6,240.00",POSTED
18/10/2026,SALES,108,DEL-SAR-BW,5100 Cost of Goods Sold — Vehicles,Cost of Mavrick 440 NET-CH-0032,,"₹ 1,52,000.00",,POSTED
18/10/2026,SALES,108,DEL-SAR-BW,1200 Vehicle Stock,NET-CH-0032,,,"₹ 1,52,000.00",POSTED
18/10/2026,RECEIPT,34,DEL-SAR-BW,1400 Cash,CASH from Vikrant Chowdhury,,"₹ 5,000.00",,POSTED
18/10/2026,RECEIPT,34,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Vikrant Chowdhury,,"₹ 5,000.00",POSTED
18/10/2026,RECEIPT,35,DEL-SAR-BW,1500 Bank Accounts,FINANCIER from Vikrant Chowdhury,,"₹ 1,73,280.00",,POSTED
18/10/2026,RECEIPT,35,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Vikrant Chowdhury,,"₹ 1,73,280.00",POSTED
18/10/2026,RECEIPT,36,DEL-SAR-BW,1400 Cash,CASH from Vikrant Chowdhury,,"₹ 43,320.00",,POSTED
18/10/2026,RECEIPT,36,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Vikrant Chowdhury,,"₹ 43,320.00",POSTED
23/10/2026,SALES,28,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 305.00,,POSTED
23/10/2026,SALES,28,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 305.00,POSTED
23/10/2026,SALES,59,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 305.00,,POSTED
23/10/2026,SALES,59,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 305.00,POSTED
23/10/2026,SALES,90,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 305.00,,POSTED
23/10/2026,SALES,90,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 305.00,POSTED
23/10/2026,SALES,121,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 305.00,,POSTED
23/10/2026,SALES,121,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 305.00,POSTED
24/10/2026,SALES,105,DEL-SAR-DWK,1100 Sundry Debtors,Sale SC-2627-00015,Fatima Sheikh,"₹ 1,23,630.00",,POSTED
24/10/2026,SALES,105,DEL-SAR-DWK,4100 Vehicle Sales,Xtreme 125R,,,"₹ 92,364.41",POSTED
24/10/2026,SALES,105,DEL-SAR-DWK,2200 Output CGST,,,,"₹ 8,312.80",POSTED
24/10/2026,SALES,105,DEL-SAR-DWK,2210 Output SGST,,,,"₹ 8,312.79",POSTED
24/10/2026,SALES,105,DEL-SAR-DWK,2300 Road Tax Payable,Registration and road tax,Fatima Sheikh,,"₹ 8,400.00",POSTED
24/10/2026,SALES,105,DEL-SAR-DWK,2320 Insurance Premium Payable,Insurance (1+5),Fatima Sheikh,,"₹ 6,240.00",POSTED
24/10/2026,SALES,105,DEL-SAR-DWK,5100 Cost of Goods Sold — Vehicles,Cost of Xtreme 125R NET-CH-0026,,"₹ 83,100.00",,POSTED
24/10/2026,SALES,105,DEL-SAR-DWK,1200 Vehicle Stock,NET-CH-0026,,,"₹ 83,100.00",POSTED
24/10/2026,RECEIPT,28,DEL-SAR-DWK,1400 Cash,CASH from Fatima Sheikh,,"₹ 5,000.00",,POSTED
24/10/2026,RECEIPT,28,DEL-SAR-DWK,1100 Sundry Debtors,Against bill(s),Fatima Sheikh,,"₹ 5,000.00",POSTED
24/10/2026,RECEIPT,29,DEL-SAR-DWK,1500 Bank Accounts,FINANCIER from Fatima Sheikh,,"₹ 94,904.00",,POSTED
24/10/2026,RECEIPT,29,DEL-SAR-DWK,1100 Sundry Debtors,Against bill(s),Fatima Sheikh,,"₹ 94,904.00",POSTED
24/10/2026,RECEIPT,30,DEL-SAR-DWK,1400 Cash,CASH from Fatima Sheikh,,"₹ 23,726.00",,POSTED
24/10/2026,RECEIPT,30,DEL-SAR-DWK,1100 Sundry Debtors,Against bill(s),Fatima Sheikh,,"₹ 23,726.00",POSTED
29/10/2026,SALES,99,DEL-SAR-JANAK,1100 Sundry Debtors,Sale SC-2627-00009,Preeti Sabharwal,"₹ 1,52,440.00",,POSTED
29/10/2026,SALES,99,DEL-SAR-JANAK,4100 Vehicle Sales,Vida V2 Plus,,,"₹ 1,31,238.10",POSTED
29/10/2026,SALES,99,DEL-SAR-JANAK,2200 Output CGST,,,,"₹ 3,280.95",POSTED
29/10/2026,SALES,99,DEL-SAR-JANAK,2210 Output SGST,,,,"₹ 3,280.95",POSTED
29/10/2026,SALES,99,DEL-SAR-JANAK,2300 Road Tax Payable,Registration and road tax,Preeti Sabharwal,,"₹ 8,400.00",POSTED
29/10/2026,SALES,99,DEL-SAR-JANAK,2320 Insurance Premium Payable,Insurance (1+5),Preeti Sabharwal,,"₹ 6,240.00",POSTED
29/10/2026,SALES,99,DEL-SAR-JANAK,5100 Cost of Goods Sold — Vehicles,Cost of Vida V2 Plus NET-CH-0029,,"₹ 1,08,900.00",,POSTED
29/10/2026,SALES,99,DEL-SAR-JANAK,1200 Vehicle Stock,NET-CH-0029,,,"₹ 1,08,900.00",POSTED
29/10/2026,RECEIPT,15,DEL-SAR-JANAK,1400 Cash,CASH from Preeti Sabharwal,,"₹ 5,000.00",,POSTED
29/10/2026,RECEIPT,15,DEL-SAR-JANAK,1100 Sundry Debtors,Against bill(s),Preeti Sabharwal,,"₹ 5,000.00",POSTED
29/10/2026,RECEIPT,16,DEL-SAR-JANAK,1500 Bank Accounts,FINANCIER from Preeti Sabharwal,,"₹ 1,17,952.00",,POSTED
29/10/2026,RECEIPT,16,DEL-SAR-JANAK,1100 Sundry Debtors,Against bill(s),Preeti Sabharwal,,"₹ 1,17,952.00",POSTED
31/10/2026,SALES,109,DEL-SAR-BW,1100 Sundry Debtors,Sale SC-2627-00019,Shalini Kapoor,"₹ 2,21,600.00",,POSTED
31/10/2026,SALES,109,DEL-SAR-BW,4100 Vehicle Sales,Mavrick 440,,,"₹ 1,47,828.57",POSTED
31/10/2026,SALES,109,DEL-SAR-BW,2200 Output CGST,,,,"₹ 29,565.72",POSTED
31/10/2026,SALES,109,DEL-SAR-BW,2210 Output SGST,,,,"₹ 29,565.71",POSTED
31/10/2026,SALES,109,DEL-SAR-BW,2300 Road Tax Payable,Registration and road tax,Shalini Kapoor,,"₹ 8,400.00",POSTED
31/10/2026,SALES,109,DEL-SAR-BW,2320 Insurance Premium Payable,Insurance (1+5),Shalini Kapoor,,"₹ 6,240.00",POSTED
31/10/2026,SALES,109,DEL-SAR-BW,5100 Cost of Goods Sold — Vehicles,Cost of Mavrick 440 NET-CH-0033,,"₹ 1,52,000.00",,POSTED
31/10/2026,SALES,109,DEL-SAR-BW,1200 Vehicle Stock,NET-CH-0033,,,"₹ 1,52,000.00",POSTED
31/10/2026,RECEIPT,37,DEL-SAR-BW,1400 Cash,CASH from Shalini Kapoor,,"₹ 5,000.00",,POSTED
31/10/2026,RECEIPT,37,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Shalini Kapoor,,"₹ 5,000.00",POSTED
31/10/2026,RECEIPT,38,DEL-SAR-BW,1500 Bank Accounts,FINANCIER from Shalini Kapoor,,"₹ 1,73,280.00",,POSTED
31/10/2026,RECEIPT,38,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Shalini Kapoor,,"₹ 1,73,280.00",POSTED
03/11/2026,PURCHASE,3,DEL-SARASWATI,1200 Vehicle Stock,NET/HMC/2026/1103 — goods received,,"₹ 9,79,900.00",,POSTED
03/11/2026,PURCHASE,3,DEL-SARASWATI,1200 Vehicle Stock,Freight,,"₹ 2,500.00",,POSTED
03/11/2026,PURCHASE,3,DEL-SARASWATI,1620 Input IGST,Input IGST,,"₹ 1,76,382.00",,POSTED
03/11/2026,PURCHASE,3,DEL-SARASWATI,2100 Sundry Creditors,Payable to supplier on NET/HMC/2026/1103,,,"₹ 11,58,782.00",POSTED
04/11/2026,SALES,29,DEL-SAR-OKHLA,1100 Sundry Debtors,Service invoice SRV/2026-27/0007,,"₹ 2,383.60",,POSTED
04/11/2026,SALES,29,DEL-SAR-OKHLA,4300 Labour Income,Labour,,,₹ 900.00,POSTED
04/11/2026,SALES,29,DEL-SAR-OKHLA,4200 Spare Parts Sales,Parts,,,"₹ 1,120.00",POSTED
04/11/2026,SALES,29,DEL-SAR-OKHLA,2200 Output CGST,,,,₹ 181.80,POSTED
04/11/2026,SALES,29,DEL-SAR-OKHLA,2210 Output SGST,,,,₹ 181.80,POSTED
04/11/2026,SALES,29,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 715.00,,POSTED
04/11/2026,SALES,29,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 715.00,POSTED
04/11/2026,SALES,60,DEL-SAR-OKHLA,1100 Sundry Debtors,Service invoice SRV/2026-27/0007,,"₹ 2,383.60",,POSTED
04/11/2026,SALES,60,DEL-SAR-OKHLA,4300 Labour Income,Labour,,,₹ 900.00,POSTED
04/11/2026,SALES,60,DEL-SAR-OKHLA,4200 Spare Parts Sales,Parts,,,"₹ 1,120.00",POSTED
04/11/2026,SALES,60,DEL-SAR-OKHLA,2200 Output CGST,,,,₹ 181.80,POSTED
04/11/2026,SALES,60,DEL-SAR-OKHLA,2210 Output SGST,,,,₹ 181.80,POSTED
04/11/2026,SALES,60,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 715.00,,POSTED
04/11/2026,SALES,60,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 715.00,POSTED
04/11/2026,SALES,91,DEL-SAR-OKHLA,1100 Sundry Debtors,Service invoice SRV/2026-27/0007,,"₹ 2,383.60",,POSTED
04/11/2026,SALES,91,DEL-SAR-OKHLA,4300 Labour Income,Labour,,,₹ 900.00,POSTED
04/11/2026,SALES,91,DEL-SAR-OKHLA,4200 Spare Parts Sales,Parts,,,"₹ 1,120.00",POSTED
04/11/2026,SALES,91,DEL-SAR-OKHLA,2200 Output CGST,,,,₹ 181.80,POSTED
04/11/2026,SALES,91,DEL-SAR-OKHLA,2210 Output SGST,,,,₹ 181.80,POSTED
04/11/2026,SALES,91,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 715.00,,POSTED
04/11/2026,SALES,91,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 715.00,POSTED
04/11/2026,SALES,122,DEL-SAR-OKHLA,1100 Sundry Debtors,Service invoice SRV/2026-27/0007,,"₹ 2,383.60",,POSTED
04/11/2026,SALES,122,DEL-SAR-OKHLA,4300 Labour Income,Labour,,,₹ 900.00,POSTED
04/11/2026,SALES,122,DEL-SAR-OKHLA,4200 Spare Parts Sales,Parts,,,"₹ 1,120.00",POSTED
04/11/2026,SALES,122,DEL-SAR-OKHLA,2200 Output CGST,,,,₹ 181.80,POSTED
04/11/2026,SALES,122,DEL-SAR-OKHLA,2210 Output SGST,,,,₹ 181.80,POSTED
04/11/2026,SALES,122,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 715.00,,POSTED
04/11/2026,SALES,122,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 715.00,POSTED
05/11/2026,SALES,114,DEL-SARASWATI,1100 Sundry Debtors,Sale SC-2627-00024,Harleen Gill,"₹ 1,75,630.00",,POSTED
05/11/2026,SALES,114,DEL-SARASWATI,4100 Vehicle Sales,Xpulse 200 4V,,,"₹ 1,36,432.20",POSTED
05/11/2026,SALES,114,DEL-SARASWATI,2200 Output CGST,,,,"₹ 12,278.90",POSTED
05/11/2026,SALES,114,DEL-SARASWATI,2210 Output SGST,,,,"₹ 12,278.90",POSTED
05/11/2026,SALES,114,DEL-SARASWATI,2300 Road Tax Payable,Registration and road tax,Harleen Gill,,"₹ 8,400.00",POSTED
05/11/2026,SALES,114,DEL-SARASWATI,2320 Insurance Premium Payable,Insurance (1+5),Harleen Gill,,"₹ 6,240.00",POSTED
05/11/2026,SALES,114,DEL-SARASWATI,5100 Cost of Goods Sold — Vehicles,Cost of Xpulse 200 4V NET-CH-0041,,"₹ 1,24,600.00",,POSTED
05/11/2026,SALES,114,DEL-SARASWATI,1200 Vehicle Stock,NET-CH-0041,,,"₹ 1,24,600.00",POSTED
05/11/2026,RECEIPT,50,DEL-SARASWATI,1400 Cash,CASH from Harleen Gill,,"₹ 5,000.00",,POSTED
05/11/2026,RECEIPT,50,DEL-SARASWATI,1100 Sundry Debtors,Against bill(s),Harleen Gill,,"₹ 5,000.00",POSTED
05/11/2026,RECEIPT,51,DEL-SARASWATI,1500 Bank Accounts,FINANCIER from Harleen Gill,,"₹ 1,36,504.00",,POSTED
05/11/2026,RECEIPT,51,DEL-SARASWATI,1100 Sundry Debtors,Against bill(s),Harleen Gill,,"₹ 1,36,504.00",POSTED
05/11/2026,RECEIPT,52,DEL-SARASWATI,1400 Cash,CASH from Harleen Gill,,"₹ 34,126.00",,POSTED
05/11/2026,RECEIPT,52,DEL-SARASWATI,1100 Sundry Debtors,Against bill(s),Harleen Gill,,"₹ 34,126.00",POSTED
07/11/2026,SALES,100,DEL-SAR-JANAK,1100 Sundry Debtors,Sale SC-2627-00010,Gulshan Arora,"₹ 96,960.00",,POSTED
07/11/2026,SALES,100,DEL-SAR-JANAK,4100 Vehicle Sales,Splendor Plus,,,"₹ 69,762.71",POSTED
07/11/2026,SALES,100,DEL-SAR-JANAK,2200 Output CGST,,,,"₹ 6,278.65",POSTED
07/11/2026,SALES,100,DEL-SAR-JANAK,2210 Output SGST,,,,"₹ 6,278.64",POSTED
07/11/2026,SALES,100,DEL-SAR-JANAK,2300 Road Tax Payable,Registration and road tax,Gulshan Arora,,"₹ 8,400.00",POSTED
07/11/2026,SALES,100,DEL-SAR-JANAK,2320 Insurance Premium Payable,Insurance (1+5),Gulshan Arora,,"₹ 6,240.00",POSTED
07/11/2026,SALES,100,DEL-SAR-JANAK,5100 Cost of Goods Sold — Vehicles,Cost of Splendor Plus NET-CH-0003,,"₹ 62,500.00",,POSTED
07/11/2026,SALES,100,DEL-SAR-JANAK,1200 Vehicle Stock,NET-CH-0003,,,"₹ 62,500.00",POSTED
07/11/2026,RECEIPT,17,DEL-SAR-JANAK,1400 Cash,CASH from Gulshan Arora,,"₹ 5,000.00",,POSTED
07/11/2026,RECEIPT,17,DEL-SAR-JANAK,1100 Sundry Debtors,Against bill(s),Gulshan Arora,,"₹ 5,000.00",POSTED
07/11/2026,RECEIPT,18,DEL-SAR-JANAK,1500 Bank Accounts,FINANCIER from Gulshan Arora,,"₹ 73,568.00",,POSTED
07/11/2026,RECEIPT,18,DEL-SAR-JANAK,1100 Sundry Debtors,Against bill(s),Gulshan Arora,,"₹ 73,568.00",POSTED
07/11/2026,RECEIPT,19,DEL-SAR-JANAK,1400 Cash,CASH from Gulshan Arora,,"₹ 18,392.00",,POSTED
07/11/2026,RECEIPT,19,DEL-SAR-JANAK,1100 Sundry Debtors,Against bill(s),Gulshan Arora,,"₹ 18,392.00",POSTED
11/11/2026,SALES,106,DEL-SAR-DWK,1100 Sundry Debtors,Sale SC-2627-00016,Deepak Rawat,"₹ 96,960.00",,POSTED
11/11/2026,SALES,106,DEL-SAR-DWK,4100 Vehicle Sales,Splendor Plus,,,"₹ 69,762.71",POSTED
11/11/2026,SALES,106,DEL-SAR-DWK,2200 Output CGST,,,,"₹ 6,278.65",POSTED
11/11/2026,SALES,106,DEL-SAR-DWK,2210 Output SGST,,,,"₹ 6,278.64",POSTED
11/11/2026,SALES,106,DEL-SAR-DWK,2300 Road Tax Payable,Registration and road tax,Deepak Rawat,,"₹ 8,400.00",POSTED
11/11/2026,SALES,106,DEL-SAR-DWK,2320 Insurance Premium Payable,Insurance (1+5),Deepak Rawat,,"₹ 6,240.00",POSTED
11/11/2026,SALES,106,DEL-SAR-DWK,5100 Cost of Goods Sold — Vehicles,Cost of Splendor Plus NET-CH-0005,,"₹ 62,500.00",,POSTED
11/11/2026,SALES,106,DEL-SAR-DWK,1200 Vehicle Stock,NET-CH-0005,,,"₹ 62,500.00",POSTED
11/11/2026,RECEIPT,31,DEL-SAR-DWK,1400 Cash,CASH from Deepak Rawat,,"₹ 5,000.00",,POSTED
11/11/2026,RECEIPT,31,DEL-SAR-DWK,1100 Sundry Debtors,Against bill(s),Deepak Rawat,,"₹ 5,000.00",POSTED
11/11/2026,RECEIPT,32,DEL-SAR-DWK,1500 Bank Accounts,FINANCIER from Deepak Rawat,,"₹ 73,568.00",,POSTED
11/11/2026,RECEIPT,32,DEL-SAR-DWK,1100 Sundry Debtors,Against bill(s),Deepak Rawat,,"₹ 73,568.00",POSTED
11/11/2026,RECEIPT,33,DEL-SAR-DWK,1400 Cash,CASH from Deepak Rawat,,"₹ 18,392.00",,POSTED
11/11/2026,RECEIPT,33,DEL-SAR-DWK,1100 Sundry Debtors,Against bill(s),Deepak Rawat,,"₹ 18,392.00",POSTED
12/11/2026,SALES,30,DEL-SAR-OKHLA,1100 Sundry Debtors,Service invoice SRV/2026-27/0008,,"₹ 2,383.60",,POSTED
12/11/2026,SALES,30,DEL-SAR-OKHLA,4300 Labour Income,Labour,,,₹ 900.00,POSTED
12/11/2026,SALES,30,DEL-SAR-OKHLA,4200 Spare Parts Sales,Parts,,,"₹ 1,120.00",POSTED
12/11/2026,SALES,30,DEL-SAR-OKHLA,2200 Output CGST,,,,₹ 181.80,POSTED
12/11/2026,SALES,30,DEL-SAR-OKHLA,2210 Output SGST,,,,₹ 181.80,POSTED
12/11/2026,SALES,30,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 715.00,,POSTED
12/11/2026,SALES,30,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 715.00,POSTED
12/11/2026,SALES,61,DEL-SAR-OKHLA,1100 Sundry Debtors,Service invoice SRV/2026-27/0008,,"₹ 2,383.60",,POSTED
12/11/2026,SALES,61,DEL-SAR-OKHLA,4300 Labour Income,Labour,,,₹ 900.00,POSTED
12/11/2026,SALES,61,DEL-SAR-OKHLA,4200 Spare Parts Sales,Parts,,,"₹ 1,120.00",POSTED
12/11/2026,SALES,61,DEL-SAR-OKHLA,2200 Output CGST,,,,₹ 181.80,POSTED
12/11/2026,SALES,61,DEL-SAR-OKHLA,2210 Output SGST,,,,₹ 181.80,POSTED
12/11/2026,SALES,61,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 715.00,,POSTED
12/11/2026,SALES,61,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 715.00,POSTED
12/11/2026,SALES,92,DEL-SAR-OKHLA,1100 Sundry Debtors,Service invoice SRV/2026-27/0008,,"₹ 2,383.60",,POSTED
12/11/2026,SALES,92,DEL-SAR-OKHLA,4300 Labour Income,Labour,,,₹ 900.00,POSTED
12/11/2026,SALES,92,DEL-SAR-OKHLA,4200 Spare Parts Sales,Parts,,,"₹ 1,120.00",POSTED
12/11/2026,SALES,92,DEL-SAR-OKHLA,2200 Output CGST,,,,₹ 181.80,POSTED
12/11/2026,SALES,92,DEL-SAR-OKHLA,2210 Output SGST,,,,₹ 181.80,POSTED
12/11/2026,SALES,92,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 715.00,,POSTED
12/11/2026,SALES,92,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 715.00,POSTED
12/11/2026,SALES,123,DEL-SAR-OKHLA,1100 Sundry Debtors,Service invoice SRV/2026-27/0008,,"₹ 2,383.60",,POSTED
12/11/2026,SALES,123,DEL-SAR-OKHLA,4300 Labour Income,Labour,,,₹ 900.00,POSTED
12/11/2026,SALES,123,DEL-SAR-OKHLA,4200 Spare Parts Sales,Parts,,,"₹ 1,120.00",POSTED
12/11/2026,SALES,123,DEL-SAR-OKHLA,2200 Output CGST,,,,₹ 181.80,POSTED
12/11/2026,SALES,123,DEL-SAR-OKHLA,2210 Output SGST,,,,₹ 181.80,POSTED
12/11/2026,SALES,123,DEL-SAR-OKHLA,5110 Cost of Goods Sold — Spare Parts,Cost of parts issued,,₹ 715.00,,POSTED
12/11/2026,SALES,123,DEL-SAR-OKHLA,1210 Spare Parts Stock,Parts issued,,,₹ 715.00,POSTED
15/11/2026,SALES,110,DEL-SAR-BW,1100 Sundry Debtors,Sale SC-2627-00020,Ridge Logistics Pvt Ltd,"₹ 2,08,600.00",,POSTED
15/11/2026,SALES,110,DEL-SAR-BW,4100 Vehicle Sales,Karizma XMR 210,,,"₹ 1,64,372.88",POSTED
15/11/2026,SALES,110,DEL-SAR-BW,2200 Output CGST,,,,"₹ 14,793.56",POSTED
15/11/2026,SALES,110,DEL-SAR-BW,2210 Output SGST,,,,"₹ 14,793.56",POSTED
15/11/2026,SALES,110,DEL-SAR-BW,2300 Road Tax Payable,Registration and road tax,Ridge Logistics Pvt Ltd,,"₹ 8,400.00",POSTED
15/11/2026,SALES,110,DEL-SAR-BW,2320 Insurance Premium Payable,Insurance (1+5),Ridge Logistics Pvt Ltd,,"₹ 6,240.00",POSTED
15/11/2026,SALES,110,DEL-SAR-BW,5100 Cost of Goods Sold — Vehicles,Cost of Karizma XMR 210 NET-CH-0043,,"₹ 1,46,800.00",,POSTED
15/11/2026,SALES,110,DEL-SAR-BW,1200 Vehicle Stock,NET-CH-0043,,,"₹ 1,46,800.00",POSTED
15/11/2026,RECEIPT,39,DEL-SAR-BW,1400 Cash,CASH from Ridge Logistics Pvt Ltd,,"₹ 5,000.00",,POSTED
15/11/2026,RECEIPT,39,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Ridge Logistics Pvt Ltd,,"₹ 5,000.00",POSTED
15/11/2026,RECEIPT,40,DEL-SAR-BW,1500 Bank Accounts,FINANCIER from Ridge Logistics Pvt Ltd,,"₹ 1,62,880.00",,POSTED
15/11/2026,RECEIPT,40,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Ridge Logistics Pvt Ltd,,"₹ 1,62,880.00",POSTED
15/11/2026,RECEIPT,41,DEL-SAR-BW,1400 Cash,CASH from Ridge Logistics Pvt Ltd,,"₹ 40,720.00",,POSTED
15/11/2026,RECEIPT,41,DEL-SAR-BW,1100 Sundry Debtors,Against bill(s),Ridge Logistics Pvt Ltd,,"₹ 40,720.00",POSTED
19/11/2026,SALES,115,DEL-SARASWATI,1100 Sundry Debtors,Sale SC-2627-00025,Tarun Bakshi,"₹ 2,08,600.00",,POSTED
19/11/2026,SALES,115,DEL-SARASWATI,4100 Vehicle Sales,Karizma XMR 210,,,"₹ 1,64,372.88",POSTED
19/11/2026,SALES,115,DEL-SARASWATI,2200 Output CGST,,,,"₹ 14,793.56",POSTED
19/11/2026,SALES,115,DEL-SARASWATI,2210 Output SGST,,,,"₹ 14,793.56",POSTED
19/11/2026,SALES,115,DEL-SARASWATI,2300 Road Tax Payable,Registration and road tax,Tarun Bakshi,,"₹ 8,400.00",POSTED
19/11/2026,SALES,115,DEL-SARASWATI,2320 Insurance Premium Payable,Insurance (1+5),Tarun Bakshi,,"₹ 6,240.00",POSTED
19/11/2026,SALES,115,DEL-SARASWATI,5100 Cost of Goods Sold — Vehicles,Cost of Karizma XMR 210 NET-CH-0044,,"₹ 1,46,800.00",,POSTED
19/11/2026,SALES,115,DEL-SARASWATI,1200 Vehicle Stock,NET-CH-0044,,,"₹ 1,46,800.00",POSTED
19/11/2026,RECEIPT,53,DEL-SARASWATI,1400 Cash,CASH from Tarun Bakshi,,"₹ 5,000.00",,POSTED
19/11/2026,RECEIPT,53,DEL-SARASWATI,1100 Sundry Debtors,Against bill(s),Tarun Bakshi,,"₹ 5,000.00",POSTED
19/11/2026,RECEIPT,54,DEL-SARASWATI,1500 Bank Accounts,FINANCIER from Tarun Bakshi,,"₹ 1,62,880.00",,POSTED
19/11/2026,RECEIPT,54,DEL-SARASWATI,1100 Sundry Debtors,Against bill(s),Tarun Bakshi,,"₹ 1,62,880.00",POSTED
19/11/2026,RECEIPT,55,DEL-SARASWATI,1400 Cash,CASH from Tarun Bakshi,,"₹ 40,720.00",,POSTED
19/11/2026,RECEIPT,55,DEL-SARASWATI,1100 Sundry Debtors,Against bill(s),Tarun Bakshi,,"₹ 40,720.00",POSTED
